loadingOrder,timestamp,longitude,latitude,speed,direction,carrierName,vesselMMSI,onboardDate,TRANSPORT_TRACE,longitude_y,latitude_y,disarrive
MI929830240346,2019-01-19 15:49:38+00:00,136.93964499999998,2.312973,36.0,12990.0,19,1121,2019/01/17  15:58:00,9,-71.642993,-33.030843,15474.528412648018
MK582891492403,2020-06-07 23:54:56+00:00,114.125233,22.3359,0.0,30700.0,8,886,2020/06/07  00:50:00,16,72.93839,18.936253,4287.0126818413255
MO646953181450,2020-01-21 11:11:18+00:00,113.913453,22.364565,23.0,13020.0,7,1264,2020/01/21  08:54:00,30,103.70462,1.303141,2587.407861219433
MP735256846031,2020-06-03 23:58:57+00:00,103.782583,1.266642,0.0,5350.0,11,441,2020/06/03  05:32:18,2,55.04979,25.022073,5849.2245736668765
MR751998810986,2020-02-06 04:13:48+00:00,112.277833,18.206183,38.0,23200.0,17,160,2020/02/05  11:45:38,30,103.70462,1.303141,2098.276518225848
MU690927219794,2019-04-14 07:26:48+00:00,176.175378,-37.66174,0.0,26750.0,19,665,2019/04/01  03:44:00,9,-71.642993,-33.030843,9475.520151284669
MW181581222424,2019-11-19 04:18:58+00:00,113.888533,22.408233,9.0,17000.0,17,150,2019/11/19  03:43:00,25,103.545456,1.399416,2588.2380721072545
NF306968821769,2020-06-01 07:51:47+00:00,116.742348,18.652862,30.0,14200.0,15,733,2020/06/01  00:05:00,55,121.046856,13.756824,711.9232691542506
NF648373052371,2020-06-01 23:55:40+00:00,62.307483,21.2608,24.0,31100.0,11,1232,2020/06/01  00:09:13,2,55.04979,25.022073,851.0453117487109
NG172715504814,2019-01-28 03:40:58+00:00,122.39754,30.536602,15.0,28480.0,11,91,2019/01/22  11:59:00,51,-104.305571,19.085961,12566.31232410848
NJ169522947117,2019-12-31 19:17:58+00:00,105.82223,3.83831,27.0,21400.0,11,1152,2019/12/28  20:28:18,30,103.70462,1.303141,366.90808452677584
NR607703947338,2020-01-12 06:18:18+00:00,104.7116,1.830275,30.0,20700.0,10,953,2020/01/09  00:54:28,25,103.545456,1.399416,138.10150968289986
NS287207846338,2020-01-14 21:51:48+00:00,108.24452,7.550197,34.0,21400.0,11,146,2020/01/12  13:54:00,30,103.70462,1.303141,857.1261321259213
NS866700256990,2020-02-11 09:46:28+00:00,114.089142,22.307873,24.0,15370.0,13,346,2020/02/11  08:09:00,30,103.70462,1.303141,2589.9479505930485
NU513171564244,2019-07-06 09:43:18+00:00,174.280215,-34.67986,29.0,14120.0,7,354,2019/06/23  02:53:00,9,-71.642993,-33.030843,9817.297928915861
NX668481428339,2020-06-01 23:59:25+00:00,77.703487,6.34788,34.0,28300.0,17,842,2020/06/01  00:07:00,40,3.10751,36.781427,8209.971161387253
OB954939012490,2020-06-01 23:54:41+00:00,32.573568,29.81303,0.0,28200.0,17,427,2020/06/01  00:02:00,31,13.728527,45.537061,2396.427246568007
OC805181767790,2020-03-04 23:41:28+00:00,107.686667,6.704,25.0,21500.0,7,1406,2020/03/01  13:32:08,25,103.545456,1.399416,747.0237320059542
OF386162750817,2020-06-01 23:53:35+00:00,-19.339275,20.971737,28.0,21100.0,7,629,2020/06/01  00:03:53,39,-23.494261,14.919073,803.1815978601493
OI667693935289,2020-06-13 23:32:04+00:00,114.261133,19.971022,20.0,19100.0,25,921,2020/06/13  03:28:00,30,103.70462,1.303141,2370.5515876267973
OJ190925401841,2020-06-01 23:58:55+00:00,57.341253,-20.174902,27.0,21900.0,17,636,2020/06/01  00:09:00,34,31.05008,-29.868304,2849.3773165200405
OJ518461508299,2020-01-01 18:24:28+00:00,113.597383,18.927333,27.0,19500.0,13,202,2020/01/01  05:18:00,30,103.70462,1.303141,2235.331836589096
OM947033486726,2020-06-22 23:53:06+00:00,113.562748,18.547645000000006,35.0,19500.0,13,1314,2020/06/22  09:41:22,57,103.70462,1.303141,2197.0257570331514
ON494255048100,2020-01-03 22:56:28+00:00,109.8285,11.940633,39.0,19300.0,11,1189,2020/01/02  10:44:28,30,103.70462,1.303141,1361.2181981789404
OO873074032241,2020-06-18 23:58:57+00:00,117.929313,23.176572,30.0,4090.0,24,1254,2020/06/18  06:57:23,21,126.626175,37.401819,1785.4067947414303
OQ583044628493,2020-06-04 23:51:50+00:00,113.224858,17.242932,33.0,19300.0,13,1098,2020/06/04  04:54:00,46,14.440479000000002,45.323482,9310.78362644561
OT831938188749,2020-06-01 23:58:02+00:00,91.766085,21.992502,0.0,840.0,20,537,2020/06/01  00:06:57,36,91.793321,22.304439,34.77719922938941
OW260012658725,2019-11-12 02:36:58+00:00,115.756742,22.262483,26.0,8610.0,11,75,2019/11/11  20:01:00,51,-104.305571,19.085961,13674.776096960282
OY547556724291,2020-06-24 22:48:12+00:00,112.930867,16.455133,35.0,19600.0,25,437,2020/06/24  02:59:00,1,103.70462,1.303141,1963.3435063580976
OY902607348677,2020-03-12 20:35:28+00:00,106.788848,5.286723,21.0,21400.0,7,38,2020/03/08  17:42:00,25,103.545456,1.399416,562.1536226977993
PG280610144180,2020-06-01 23:59:50+00:00,32.571037,29.83649,0.0,31380.0,0,153,2020/06/01  00:07:00,17,8.946256,44.40565,2629.797120143173
PM237244626857,2019-07-20 13:45:38+00:00,114.1168,22.3355,0.0,22300.0,7,932,2019/07/20  10:02:00,9,-71.642993,-33.030843,18686.439399418432
PP362007425226,2020-03-16 10:51:38+00:00,114.327283,22.561967000000006,18.0,10100.0,23,606,2020/03/15  23:28:00,38,-123.095942,49.289628,10214.387576922209
QC334220570980,2020-06-03 22:47:56+00:00,113.433868,18.090243,26.0,19300.0,8,1408,2020/06/03  01:53:00,15,106.881179,-6.119484,2784.623623562463
QD454444626111,2020-06-01 23:46:05+00:00,173.23558,54.01686,32.0,8880.0,23,929,2020/06/01  00:09:00,38,-123.095942,49.289628,4270.605880466637
QJ557016405590,2020-03-20 14:11:28+00:00,108.52943700000002,6.786717,26.0,22600.0,13,299,2020/03/17  03:57:28,30,103.70462,1.303141,810.6393616581014
QL994378743906,2020-06-08 23:57:32+00:00,114.572397,22.377058,0.0,12370.0,15,696,2020/06/08  20:17:07,55,121.046856,13.756824,1176.5472826717787
QM531603361927,2019-08-31 06:43:58+00:00,129.244067,30.086355,38.0,5990.0,11,1087,2019/08/29  07:05:00,54,-79.88299,9.352609,14627.557032895604
QN956105648975,2020-06-02 23:57:44+00:00,118.166192,23.429733,38.0,4700.0,24,713,2020/06/02  09:39:00,21,126.626175,37.401819,1749.5868006306325
QO176063403469,2020-06-06 23:56:49+00:00,115.32595,22.231867,35.0,7700.0,1,499,2020/06/06  18:03:29,19,139.792252,35.616509,2793.762969107973
QU249399134445,2020-03-12 20:35:28+00:00,106.788848,5.286723,21.0,21400.0,7,38,2020/03/08  19:36:48,25,103.545456,1.399416,562.1536226977993
QU447763856742,2020-06-01 23:59:50+00:00,32.571037,29.83649,0.0,31380.0,0,153,2020/06/01  00:07:12,17,8.946256,44.40565,2629.797120143173
QZ631063372367,2020-06-03 23:58:57+00:00,103.782583,1.266642,0.0,5350.0,11,441,2020/06/03  05:32:00,2,55.04979,25.022073,5849.2245736668765
RC594562235370,2020-02-27 04:04:08+00:00,103.781893,1.265385,0.0,8440.0,11,1002,2020/02/21  20:52:00,35,-58.35677,-34.627862,15858.434611146273
RF302195306462,2019-12-15 02:18:18+00:00,103.761863,1.282985,0.0,15380.0,7,210,2019/12/10  18:47:00,28,67.32748000000001,24.766207,4699.594509774619
RJ468649977697,2020-06-01 23:59:25+00:00,77.703487,6.34788,34.0,28300.0,13,842,2020/06/01  00:07:00,13,-0.327021,39.460366,8527.505813462043
RK226860149949,2019-12-14 13:17:18+00:00,122.8523,30.3777,23.0,14180.0,11,471,2019/12/10  08:51:00,51,-104.305571,19.085961,12545.325528413856
RT444142514084,2020-06-01 23:49:01+00:00,98.741028,4.6694879999999985,27.0,30600.0,13,1334,2020/06/01  00:00:00,6,50.71275,26.183017,5628.3730740056735
RU413770695200,2019-08-23 02:17:58+00:00,122.878718,30.385115000000006,21.0,31860.0,11,1359,2019/08/20  00:34:00,51,-104.305571,19.085961,12542.877457538509
RV644289514901,2019-07-10 00:39:08+00:00,128.931638,33.665683,31.0,5200.0,11,89,2019/07/02  04:12:00,51,-104.305571,19.085961,11871.14442794989
RX443176970758,2020-01-13 05:03:18+00:00,113.561015,18.51853,33.0,19400.0,11,146,2020/01/12  13:54:00,30,103.70462,1.303141,2194.143223091168
RX752759631073,2020-03-02 19:40:38+00:00,114.276617,21.783447,30.0,20450.0,7,190,2020/03/02  15:33:00,52,103.545456,1.399416,2545.435808563533
RY274238141243,2019-08-11 22:20:58+00:00,114.326235,21.492493,32.0,19550.0,11,905,2019/08/11  17:46:00,30,103.70462,1.303141,2521.211497523473
RY419216415067,2020-03-19 05:37:08+00:00,120.152362,22.55947,33.0,30020.0,11,135,2020/03/17  16:51:00,51,-104.305571,19.085961,13316.422162059094
RZ514133536944,2020-06-17 23:58:21+00:00,118.435805,23.646755,38.0,5270.0,24,1050,2020/06/17  09:14:00,21,126.626175,37.401819,1716.0363307229586
SA188308203288,2020-06-06 20:22:29+00:00,111.86109,18.226262,32.0,21300.0,8,725,2020/06/06  01:18:00,24,101.361204,3.034709,2038.7067324010056
SE443951219282,2019-12-31 22:53:48+00:00,120.318572,22.55265,8.0,8190.0,11,1175,2019/12/30  23:58:00,51,-104.305571,19.085961,13303.884970302886
SF782540171392,2020-01-21 12:46:08+00:00,122.119715,29.813963,14.0,24520.0,11,1031,2020/01/14  02:21:00,51,-104.305571,19.085961,12639.586268045858
SG491850436166,2020-01-16 04:54:08+00:00,113.891227,22.399742,18.0,16220.0,8,486,2020/01/16  04:28:00,30,103.70462,1.303141,2589.881337316442
SM376675235135,2020-01-02 20:35:08+00:00,112.924433,20.13415,35.0,21200.0,8,1189,2020/01/02  10:44:00,30,103.70462,1.303141,2319.9472712007223
SU860129068725,2019-09-05 03:00:18+00:00,103.779808,1.258203,0.0,6420.0,17,319,2019/09/01  01:09:00,31,13.728527,45.537061,9905.466646942585
SX294425164319,2020-06-01 23:49:01+00:00,98.741028,4.6694879999999985,27.0,30600.0,13,1334,2020/06/01  00:00:00,26,56.61105300000001,24.514377,5007.791415477721
SX487073652239,2020-06-02 23:52:14+00:00,128.79261200000002,35.077352000000005,0.0,26880.0,18,1069,2020/06/02  11:40:00,38,-123.095942,49.289628,8262.645530961072
SX540070026140,2020-03-12 20:35:28+00:00,106.788848,5.286723,21.0,21400.0,7,38,2020/03/08  16:51:48,25,103.545456,1.399416,562.1536226977993
TF722779974129,2019-11-03 18:04:48+00:00,104.813587,2.130657,23.0,20190.0,10,167,2019/11/01  09:27:08,25,103.545456,1.399416,162.6122326955441
TG217980286566,2020-06-01 23:43:04+00:00,94.92392,6.170447,31.0,27000.0,7,1313,2020/06/01  00:00:00,37,-46.28402,-23.954513,15418.278746252654
TH840170442680,2020-06-17 23:39:09+00:00,113.463248,18.042995,26.0,19200.0,8,660,2020/06/17  02:56:07,15,106.881179,-6.119484,2780.4002334940446
TI932873678567,2020-06-08 23:56:45+00:00,114.115753,22.33742,0.0,21640.0,15,872,2020/06/08  08:12:00,36,91.793321,22.304439,2292.597857208887
TL607029763227,2019-07-06 15:01:08+00:00,122.512268,30.527347,21.0,9740.0,11,89,2019/07/02  04:12:00,51,-104.305571,19.085961,12558.778675736085
TT576403892275,2020-06-08 23:42:12+00:00,118.811948,24.01311,34.0,5050.0,18,175,2020/06/08  06:16:00,38,-123.095942,49.289628,9823.46129312609
TT637606460202,2020-06-01 22:42:57+00:00,113.153551,20.577396,23.0,21000.0,8,1129,2020/06/01  11:18:00,20,103.400193,10.888632,1498.0463296499624
UA880083731933,2020-02-16 09:53:18+00:00,114.37755,21.91905,25.0,17500.0,7,494,2020/02/16  08:32:00,25,103.545456,1.399416,2563.6497418081776
UB681657714929,2020-06-03 20:44:30+00:00,113.789,18.337,38.0,19300.0,13,1017,2020/06/03  07:08:00,41,-0.327021,39.460366,10635.767517435295
UF123457991307,2019-01-19 14:05:58+00:00,121.71058700000002,26.604118,36.0,3320.0,11,307,2019/01/16  17:01:00,51,-104.305571,19.085961,12904.629863013915
UF955064796982,2019-07-06 13:35:08+00:00,147.575728,35.468668,37.0,8450.0,11,1378,2019/06/30  18:18:00,54,-79.88299,9.352609,12966.297571674055
UI796163500249,2020-06-08 23:36:02+00:00,113.21,16.639917,35.0,19700.0,13,625,2020/06/08  02:55:00,41,-0.327021,39.460366,10724.925383800508
UJ905964781992,2020-06-02 23:53:28+00:00,114.0067,20.4464,22.0,20300.0,13,857,2020/06/02  12:34:00,6,50.71275,26.183017,6429.401962356581
UL941147599293,2020-01-26 15:50:18+00:00,114.076403,22.346218,25.0,16390.0,13,905,2020/01/26  15:01:00,30,103.70462,1.303141,2593.146849576913
UR127218197210,2020-06-01 23:58:00+00:00,32.560877000000005,29.830492,0.0,4590.0,13,691,2020/06/01  00:01:00,43,1.313896,51.963177,3547.2592737110017
US347734555227,2020-06-23 23:58:46+00:00,114.038175,22.352363,20.0,7220.0,22,771,2020/06/23  22:26:00,21,126.626175,37.401819,2061.4687584037733
UU203728538191,2020-06-01 14:54:41+00:00,121.459152,18.715253,20.0,9400.0,13,686,2020/06/01  00:58:00,53,174.78561399999995,-36.844873,8324.743990340841
UU554345719896,2020-06-01 23:59:55+00:00,-130.361452,54.285487,0.0,290.0,23,558,2020/06/01  00:05:50,38,-123.095942,49.289628,745.9947626080368
UU854609945095,2019-02-07 10:29:48+00:00,113.990552,20.717028,0.0,19400.0,7,912,2019/02/07  00:24:00,49,-5.8129800000000005,35.788207,11090.479140143198
UU855384397170,2020-06-01 23:55:25+00:00,90.147965,5.953535,35.0,26700.0,18,265,2020/06/01  00:02:00,22,48.011687,29.429337,5123.384587987843
UW816849234307,2020-01-29 07:46:48+00:00,129.89416,30.541128000000004,35.0,8110.0,11,1271,2020/01/21  02:46:00,51,-104.305571,19.085961,12007.770060648943
VB682569226903,2020-06-01 23:49:01+00:00,98.741028,4.6694879999999985,27.0,30600.0,13,1334,2020/06/01  00:00:00,29,50.191042,26.479906,5687.579665064823
VK127525634539,2020-06-01 23:53:56+00:00,99.695683,3.90615,26.0,12800.0,7,254,2020/06/01  00:05:00,61,114.139709,22.419915,2578.7349803372554
VN473423807816,2020-06-11 23:59:11+00:00,116.82767,22.707272,32.0,5110.0,24,541,2020/06/11  12:49:00,21,126.626175,37.401819,1882.6483864234708
VR687514116673,2020-06-17 23:58:30+00:00,118.274307,23.894988,23.0,4000.0,1,1217,2020/06/17  04:12:00,19,139.792252,35.616509,2442.034923758363
VY218406798360,2020-02-06 15:43:18+00:00,103.797383,1.21725,14.0,29980.0,13,1210,2020/02/01  21:44:00,35,-58.35677,-34.627862,15854.287171003776
VZ574268969534,2020-06-01 03:09:51+00:00,106.000133,4.271017,32.0,21800.0,8,51,2020/06/01  00:02:00,24,101.361204,3.034709,532.4722964437336
WG447072368140,2020-06-01 23:59:42+00:00,10.486833,-17.023773000000002,31.0,32720.0,17,1178,2020/06/01  00:00:00,3,9.906216,2.939002,2219.279841828847
WH884877428942,2020-01-24 07:10:08+00:00,113.891665,22.393267,19.0,16370.0,17,997,2020/01/24  06:36:00,25,103.545456,1.399416,2586.902471075463
WJ407730330037,2020-03-04 10:34:48+00:00,109.779103,11.397857,26.0,18700.0,13,68,2020/03/02  06:28:08,30,103.70462,1.303141,1306.6201340906744
XH403100738321,2020-03-22 12:45:28+00:00,113.943727,22.348197,25.0,10550.0,11,905,2020/03/22  12:30:00,5,55.04979,25.022073,5953.280975090465
XJ232929359508,2020-06-01 23:48:08+00:00,87.061268,5.903387,31.0,26900.0,7,190,2020/06/01  00:12:00,48,-7.607741000000001,33.599299,10068.269566336308
XJ783985270199,2019-06-02 20:36:48+00:00,120.316963,22.556352,0.0,14510.0,11,570,2019/06/01  08:16:00,54,-79.88299,9.352609,15829.988740700557
XN515476081023,2019-09-27 04:01:48+00:00,167.527493,-27.189090000000004,28.0,14600.0,7,72,2019/09/16  08:04:00,9,-71.642993,-33.030843,10851.314275261258
XS396811723984,2020-06-01 23:56:04+00:00,18.513633,-34.8733,34.0,28060.0,13,1210,2020/06/01  00:00:00,35,-58.35677,-34.627862,6826.280061096718
YA489225578389,2019-06-02 15:43:28+00:00,114.932223,21.913088,32.0,11370.0,7,24,2019/06/01  07:34:00,9,-71.642993,-33.030843,18608.196261574813
YL230150703799,2020-06-20 23:58:52+00:00,114.616833,22.3225,2.0,7200.0,15,495,2020/06/20  19:25:00,55,121.046856,13.756824,1168.957039736034
YM142974602343,2020-06-03 22:47:56+00:00,113.433868,18.090243,26.0,19300.0,8,1408,2020/06/03  01:53:00,15,106.881179,-6.119484,2784.623623562463
YO109496388605,2020-03-17 15:46:18+00:00,113.296567,18.800317,30.0,20000.0,13,81,2020/03/16  23:48:00,30,103.70462,1.303141,2207.412691432289
YO136141618316,2020-06-01 23:57:53+00:00,103.755332,1.27702,0.0,4230.0,18,933,2020/06/01  00:00:00,33,29.748836,40.7739,8568.344935358955
YP488993829608,2020-02-05 10:13:58+00:00,129.68215800000002,30.265178,36.0,5280.0,11,235,2020/02/03  08:10:00,54,-79.88299,9.352609,14585.224454666692
YP968931361404,2020-06-09 23:58:11+00:00,116.794858,22.820120000000006,36.0,5790.0,24,1384,2020/06/09  13:25:00,21,126.626175,37.401819,1873.11840331808
YQ622809269421,2019-08-14 03:31:48+00:00,122.967375,30.283188,23.0,30630.0,13,987,2019/08/11  12:58:00,54,-79.88299,9.352609,14967.226900605474
YR797323753737,2020-03-18 21:37:08+00:00,114.118935,22.24676,22.0,14950.0,13,439,2020/03/18  19:39:00,30,103.70462,1.303141,2585.3042354292998
YS483446203128,2020-03-25 16:15:08+00:00,113.717763,22.576925,25.0,16260.0,11,812,2020/03/25  15:49:00,30,103.70462,1.303141,2599.661331153297
YS647459515280,2020-06-25 23:59:10+00:00,113.743117,21.6452,33.0,21000.0,8,1107,2020/06/25  19:12:00,24,101.361204,3.034709,2462.763000391128
YV342585220795,2019-04-17 00:52:58+00:00,175.718027,48.014373,33.0,8360.0,11,186,2019/04/01  18:32:00,51,-104.305571,19.085961,7703.623883675805
ZA606154001335,2020-06-01 23:58:04+00:00,45.770367,12.457383,36.0,26590.0,11,928,2020/06/01  00:27:00,44,-1.444848,50.905317,6017.409680276539
ZB832047068480,2020-06-01 21:31:14+00:00,105.292315,3.00294,29.0,20400.0,8,298,2020/06/01  00:10:00,24,101.361204,3.034709,436.25298138290526
ZE116354019316,2020-03-21 00:23:08+00:00,106.847025,5.063722,25.0,22400.0,11,299,2020/03/17  03:57:28,30,103.70462,1.303141,544.2028523431909
ZP620338250499,2019-02-07 17:16:18+00:00,119.156547,24.333503,0.0,5350.0,11,75,2019/02/05  16:15:00,51,-104.305571,19.085961,13263.632642114937
ZP821701807400,2020-03-17 01:51:08+00:00,103.952398,1.237192,13.0,24910.0,0,831,2020/03/13  06:07:00,14,23.616167,37.971822,9071.015602726558
ZT276603337370,2019-07-11 15:51:08+00:00,128.623378,34.041484999999994,34.0,3640.0,13,73,2019/07/06  23:04:00,54,-79.88299,9.352609,14320.410476776718
ZT337815462279,2020-03-04 07:51:18+00:00,109.6928,9.635007,24.0,20700.0,7,1406,2020/03/01  13:32:00,25,103.545456,1.399416,1139.771223499495
ZV919459607351,2020-06-01 23:55:40+00:00,62.307483,21.2608,24.0,31100.0,13,1232,2020/06/01  00:09:00,6,50.71275,26.183017,1299.4329687916256
ZX143472792981,2020-03-27 03:48:28+00:00,131.8103,35.684517,35.0,4600.0,23,950,2020/03/23  10:21:00,38,-123.095942,49.289628,8033.130132184024
ZX687996032865,2020-06-11 23:58:22+00:00,118.22861,23.511285,35.0,5630.0,22,1008,2020/06/11  00:00:00,21,126.626175,37.401819,1738.6682307593667
